"full_name","e","a","i","om","w","ma","per_y"
"510073 (2010 JF88)",0.6581,2.233,17.31,115.62,212.14,89.36,3.34
"510160 (2010 XO56)",0.1117,1.117,40.58,272.81,252.78,202.11,1.18
"510190 (2011 CX7)",0.3227,1.299,10.53,107.00,194.48,297.32,1.48
"510238 (2011 FC29)",0.4409,1.121,6.69,21.77,358.02,304.26,1.19
"510262 (2011 HJ61)",0.4178,1.484,21.08,216.04,191.04,322.73,1.81
"510529 (2012 EY11)",0.1508,1.148,9.02,167.58,238.88,185.06,1.23
"511008 (2013 PX6)",0.6515,2.597,13.66,187.37,229.70,225.56,4.19
"511137 (2013 XM24)",0.4245,1.667,38.36,99.41,118.26,305.56,2.15
"511600 (2015 AZ245)",0.7324,1.858,68.98,252.28,357.98,200.50,2.53
"511684 (2015 BN509)",0.5685,1.007,4.15,120.08,143.20,166.20,1.01
"511777 (2015 EZ)",0.2838,1.364,13.21,185.40,65.21,316.62,1.59
"511808 (2015 FH120)",0.6097,2.038,11.10,71.43,15.44,120.78,2.91
"512244 (2015 YE18)",0.5409,1.037,31.03,256.71,80.59,228.02,1.06
"513125 (1997 GC32)",0.6533,2.031,5.92,177.17,150.18,153.01,2.89
"513126 (1998 QP)",0.5826,1.786,9.35,326.43,78.46,325.88,2.39
"513138 (2002 CY58)",0.3845,1.366,8.29,341.56,40.02,148.51,1.6
"513165 (2004 CK39)",0.8321,2.29,12.25,355.81,268.82,316.98,3.47
"513181 (2005 BS27)",0.3854,1.117,16.70,324.11,48.81,327.21,1.18
"513312 (2007 DM41)",0.5278,1.181,2.26,1.70,274.49,211.78,1.28
"513358 (2008 CA5)",0.5946,1.869,25.01,331.37,273.11,166.96,2.55
"513472 (2009 CS5)",0.6570,1.474,30.11,320.45,316.70,202.87,1.79
"513489 (2009 EV)",0.5235,1.728,17.00,138.55,250.28,25.45,2.27
"513529 (2010 CR1)",0.7335,1.371,25.75,312.97,70.72,93.45,1.61
"514150 (2015 KJ57)",0.4039,1.559,2.63,14.40,336.45,239.72,1.95
"514568 (1994 RC)",0.6036,2.264,4.76,344.25,286.54,313.52,3.41
"514596 (2003 FG)",0.7150,1.241,15.66,6.98,312.92,166.36,1.38
"514597 (2003 MD7)",0.5945,1.467,5.79,200.46,185.33,312.41,1.78
"514914 (2008 TN26)",0.6338,1.824,9.42,253.57,22.40,212.43,2.46
"515010 (2009 SK2)",0.4719,1.719,38.23,23.92,257.11,295.86,2.25
"515049 (2010 FL)",0.6555,1.919,11.40,66.61,214.09,144.12,2.66
"515639 (2014 MK27)",0.3392,1.039,8.48,69.53,349.46,159.15,1.06
"515767 (2015 JA2)",0.3491,1.034,16.42,126.60,246.26,233.79,1.05
"516154 (2016 CL32)",0.4601,1.543,12.21,123.49,292.95,214.31,1.92
"516155 (2016 DP)",0.4771,1.023,13.33,54.36,254.01,32.94,1.03
"516454 (2005 FN4)",0.7640,2.662,29.33,190.45,105.69,160.01,4.34
"516734 (2009 FG1)",0.2721,1.194,69.82,5.03,11.67,129.55,1.3
"516803 (2010 JG88)",0.3844,1.374,30.61,213.35,106.06,299.78,1.61
"516984 (2012 PN28)",0.5316,1.78,24.48,319.04,174.91,270.11,2.38
"517046 (2013 AA53)",0.6672,1.283,27.87,98.35,195.94,132.98,1.45
"517103 (2013 EM20)",0.3179,1.371,8.36,73.88,350.16,157.18,1.61
"517681 (2015 DE198)",0.5832,2.063,12.26,33.23,218.11,50.47,2.96
"517829 (2015 RL82)",0.6144,2.134,8.53,81.02,167.52,16.48,3.12
"518440 (2004 CL1)",0.5349,1.979,15.17,3.17,187.60,138.72,2.78
"518507 (2006 EE1)",0.2764,1.203,36.40,154.21,278.02,93.57,1.32
"518638 (2008 JP14)",0.6187,1.854,10.71,129.02,206.45,150.81,2.52
"518640 (2008 KZ5)",0.4545,1.844,8.36,142.55,194.42,160.69,2.5
"518678 (2008 UZ94)",0.5725,2.191,30.25,248.22,159.72,322.94,3.24
"518735 (2009 JL1)",0.1706,1.18,11.51,69.51,289.60,263.53,1.28
"518737 (2009 OO9)",0.8120,1.624,13.60,134.94,322.21,102.92,2.07
"518810 (2010 CF19)",0.2700,1.193,7.18,154.71,265.31,142.87,1.3
"518847 (2010 DM)",0.8399,2.081,5.00,140.75,221.04,8.79,3
"519354 (2011 KR12)",0.3804,1.008,7.42,20.27,1.53,354.70,1.01
"519824 (2013 JY35)",0.6689,1.386,30.63,226.59,222.83,50.83,1.63
"520808 (2014 TF64)",0.4179,1.613,52.68,217.97,114.25,348.53,2.05
"523585 (1998 MW5)",0.3629,1.023,6.29,80.12,26.89,296.10,1.04
"523589 (2001 HA4)",0.7934,2.69,17.18,354.01,95.66,134.96,4.41
"523590 (2001 QC96)",0.3796,1.335,20.59,142.94,277.47,306.62,1.54
"523598 (2003 ED50)",0.5470,1.416,33.72,173.48,94.01,258.77,1.69
"523600 (2003 RC2)",0.3712,1.525,42.32,165.63,273.14,29.53,1.88
"523603 (2004 QJ7)",0.3301,1.444,14.51,25.53,63.58,136.66,1.73
"523606 (2005 CJ)",0.5256,1.75,1.08,357.82,81.99,203.33,2.31
"523609 (2005 PJ2)",0.6594,1.198,17.42,326.43,128.89,169.53,1.31
"523614 (2006 TH7)",0.8379,2.506,18.94,161.37,338.28,159.52,3.97
"523616 (2007 LC15)",0.7384,1.313,28.38,107.06,341.19,214.44,1.51
"523619 (2007 RX19)",0.5329,1.956,40.47,349.44,97.08,46.86,2.74
"523623 (2008 CB22)",0.6533,2.365,7.27,51.17,33.42,227.64,3.64
"523625 (2008 DG17)",0.4503,1.837,41.10,324.36,215.08,233.94,2.49
"523630 (2009 OG)",0.8586,2.706,48.39,309.33,114.20,137.74,4.45
"523631 (2009 SX1)",0.4471,1.722,8.29,335.01,115.39,208.41,2.26
"523636 (2010 EX119)",0.5946,1.905,15.55,211.82,22.34,174.41,2.63
"523637 (2010 LT108)",0.3708,1.349,31.87,161.12,9.50,105.28,1.57
"523638 (2010 MQ1)",0.5080,1.938,37.34,284.41,285.56,137.75,2.7
"523641 (2010 RO82)",0.6076,2.511,18.09,21.19,66.52,158.02,3.98
"523650 (2011 GQ61)",0.4121,1.59,65.16,333.51,155.09,279.23,2.01
"523654 (2011 SR5)",0.7057,1.178,29.13,180.10,305.55,36.93,1.28
"523656 (2011 WO4)",0.4977,1.738,60.94,225.18,235.99,206.67,2.29
"523662 (2012 MU2)",0.5138,2.055,11.22,250.30,16.60,64.04,2.95
"523685 (2014 DN112)",0.4939,1.848,4.30,260.18,145.91,143.77,2.51
"523728 (2014 ON344)",0.3418,1.004,25.69,127.06,335.89,289.04,1.01
"523732 (2014 PG51)",0.4528,1.206,3.79,275.74,294.16,311.74,1.32
"523747 (2014 US192)",0.7584,2.205,14.65,175.01,340.62,350.93,3.27
"523775 (2014 YB35)",0.4833,1.877,12.64,3.72,188.64,256.67,2.57
"523788 (2015 FP118)",0.5497,2.121,2.68,201.34,108.16,1.51,3.09
"523792 (2015 MR101)",0.5223,1.336,32.14,274.91,188.89,226.28,1.54
"523796 (2016 LE51)",0.6614,1.096,30.94,91.86,342.84,285.12,1.15
"523804 (2000 YF29)",0.3713,1.492,6.30,124.74,28.10,355.90,1.82
"523807 (2003 LG)",0.7352,1.912,11.89,124.45,18.87,51.16,2.64
"523809 (2007 TV18)",0.3482,1.238,0.93,353.22,289.38,183.54,1.38
"523810 (2008 RG98)",0.7677,2.191,10.73,340.04,168.52,297.72,3.24
"523813 (2008 VB1)",0.2751,1.278,10.32,50.35,136.98,264.03,1.44
"523814 (2008 WN2)",0.3118,1.418,3.75,227.09,283.40,95.98,1.69
"523816 (2009 ST103)",0.7184,2.701,15.74,226.45,234.66,126.30,4.44
"523820 (2011 GN44)",0.5976,2.245,55.01,16.93,319.39,307.31,3.36
"523822 (2012 DG61)",0.7369,3.257,15.31,69.97,186.15,31.83,5.88
"523828 (1992 BC)",0.3523,1.422,14.34,123.30,77.31,72.64,1.69
"523915 (1997 VM4)",0.8164,2.608,14.46,44.52,125.96,102.83,4.21
"523934 (1998 FF14)",0.3123,1.253,38.69,359.83,301.12,251.74,1.4
"523941 (1998 HK49)",0.3315,1.382,7.62,57.21,81.58,152.04,1.62
"523971 (1999 AJ39)",0.2770,1.158,10.09,298.48,1.66,57.18,1.25
"523972 (1999 CW8)",0.5984,2.237,33.61,316.85,262.21,223.37,3.35
"524268 (2001 TO48)",0.5411,1.873,6.84,140.41,151.83,19.16,2.56
"524392 (2002 AU5)",0.7542,2.02,9.18,354.71,21.66,358.17,2.87
"524459 (2002 GA)",0.5169,2.004,12.66,47.42,112.73,349.49,2.84
"524475 (2002 KJ4)",0.5570,2.271,27.92,75.52,155.48,207.24,3.42
"524530 (2002 XC91)",0.5898,1.477,10.79,102.38,225.68,130.01,1.79
"524594 (2003 NW1)",0.6432,2.424,6.16,265.02,118.89,207.85,3.77
"524603 (2003 QA31)",0.5473,1.737,8.34,169.28,90.61,116.24,2.29
"525229 (2004 UU1)",0.2732,1.226,29.97,217.76,113.63,295.27,1.36
"525231 (2004 VB)",0.4090,1.459,10.86,52.35,71.61,77.99,1.76
"525356 (2005 BG14)",0.7275,1.993,21.68,94.91,281.04,24.82,2.81
"525364 (2005 CL7)",0.1005,1.049,31.28,136.58,201.45,280.06,1.07
"525477 (2005 FC3)",0.5897,1.973,9.86,157.90,88.42,347.13,2.77
"525484 (2005 GL)",0.3063,1.056,15.90,43.61,265.35,278.68,1.09
"526670 (2006 UL217)",0.3486,1.43,9.92,45.18,310.12,201.09,1.71
"526825 (2007 CK26)",0.4638,1.796,32.40,147.29,97.53,76.63,2.41
"526878 (2007 FE)",0.4570,1.794,7.00,122.62,135.21,90.40,2.4
"526898 (2007 HR)",0.7416,1.067,11.97,32.71,13.11,71.33,1.1
"527715 (2007 YQ56)",0.2881,1.141,26.45,276.00,273.09,213.19,1.22
"527841 (2008 CR1)",0.4621,1.15,45.77,315.50,339.70,79.93,1.23
"528284 (2008 SW11)",0.4085,1.135,7.44,28.78,207.05,200.51,1.21
"528609 (2008 VU4)",0.7743,2.37,11.97,290.90,23.47,145.82,3.65
"528650 (2008 WX32)",0.5752,2.219,23.93,56.93,112.31,245.81,3.31
"528804 (2009 BJ58)",0.7127,1.849,13.02,131.14,85.94,61.52,2.52
"528857 (2009 CT)",0.6392,1.855,3.84,275.63,337.85,46.19,2.53
"528859 (2009 CR5)",0.2624,1.076,5.05,316.70,321.34,258.77,1.12
"529366 (2009 WM1)",0.1689,1.181,25.77,240.25,162.64,241.67,1.28
"529450 (2010 AK)",0.4679,1.73,11.06,293.44,70.85,234.07,2.28
"529668 (2010 JL33)",0.7350,2.677,5.38,52.45,309.89,70.72,4.38
"529670 (2010 JT34)",0.4030,1.485,44.43,58.66,326.48,240.19,1.81
"529718 (2010 KY127)",0.8827,2.49,60.79,6.85,357.16,210.41,3.93
"529720 (2010 LM14)",0.3794,1.111,25.92,176.64,187.94,32.21,1.17
"529819 (2010 PM58)",0.4597,1.371,13.59,332.36,53.83,268.23,1.61
"529951 (2010 UD)",0.2640,1.098,26.29,23.74,262.26,130.20,1.15
"530085 (2010 XC11)",0.8492,2.519,9.12,94.09,121.47,139.28,4
"530151 (2011 AW55)",0.5171,1.105,21.91,304.19,321.97,186.40,1.16
"530520 (2011 LT17)",0.2874,1.1,20.90,83.45,270.62,146.20,1.15
"530871 (2011 WS2)",0.7434,1.009,46.79,326.74,307.67,305.32,1.01
"530974 (2012 BN11)",0.3950,1.457,4.36,153.71,69.77,39.68,1.76
"531277 (2012 MM11)",0.6479,2.113,3.18,245.42,124.24,341.40,3.07
"531914 (2013 BW76)",0.5337,2.058,40.36,58.22,0.56,350.41,2.95
"533372 (2014 GG17)",0.3525,1.367,39.15,195.28,239.58,297.85,1.6
"533638 (2014 KT86)",0.1677,1.187,22.46,69.05,288.98,292.45,1.29
"533671 (2014 LJ21)",0.8956,2.889,24.28,126.58,302.90,51.35,4.91
"533722 (2014 NE52)",0.6585,2.385,3.86,54.52,337.61,256.99,3.68
"534676 (2014 VK2)",0.6036,1.838,16.39,63.31,232.01,23.47,2.49
"535844 (2015 BY310)",0.4008,1.587,4.79,328.41,229.53,277.70,2
"536531 (2015 DV215)",0.4027,1.538,13.20,13.92,41.37,73.05,1.91
"537342 (2015 KN120)",0.3909,1.601,18.56,189.70,127.09,196.04,2.03
"538085 (2016 BO1)",0.5646,1.873,62.61,153.73,206.86,243.32,2.56
"538212 (2016 CA136)",0.7812,2.032,1.26,239.74,125.01,18.73,2.9
"538644 (2016 FA4)",0.7934,1.092,16.21,53.63,281.74,105.85,1.14
"538648 (2016 FS6)",0.7764,1.299,37.18,165.10,175.25,198.72,1.48
"539063 (2016 MK1)",0.7160,1.5,10.78,178.30,240.70,94.81,1.84
"539694 (2016 TE93)",0.1757,1.035,22.73,214.23,353.26,38.69,1.05
"539856 (2017 EV2)",0.5576,1.01,16.50,3.13,32.24,279.77,1.02
"543319 (2013 YE38)",0.6244,2.066,34.17,79.60,281.84,251.36,2.97
"545274 (2011 FZ2)",0.7839,2.664,13.31,98.91,216.37,1.32,4.35
"549328 (2011 GO27)",0.4714,1.855,6.67,336.82,95.83,198.79,2.53
"549459 (2011 JX1)",0.7394,2.087,23.92,130.61,221.89,150.54,3.01
"549948 (2011 WL2)",0.2834,1.078,14.13,212.91,88.85,275.83,1.12
"551685 (2013 HT15)",0.4229,1.101,2.92,23.28,315.92,265.36,1.16
"555122 (2013 RF36)",0.7176,2.303,28.28,240.74,181.49,19.11,3.5
"560563 (2015 HH10)",0.6518,1.614,8.01,254.07,143.28,6.46,2.05
"566540 (2018 RW7)",0.4444,1.615,9.24,164.44,287.77,299.64,2.05
"574660 (2010 TM167)",0.4962,1.16,5.31,196.92,356.66,289.42,1.25
"576330 (2012 PW)",0.4773,1.772,22.31,214.51,166.80,40.88,2.36
"577723 (2013 PF10)",0.5125,1.361,17.25,168.17,359.97,106.61,1.59
"585185 (2017 VT12)",0.4724,1.321,6.57,18.67,142.99,155.80,1.52
"585310 (2017 YZ1)",0.3351,1.328,20.87,277.70,298.49,99.80,1.53
"585428 (2018 NP1)",0.2309,1.023,27.66,114.45,355.83,210.57,1.03
"585734 (2019 BA1)",0.3858,1.586,26.83,116.53,74.60,285.91,2
"594936 (2021 EX2)",0.7370,2.489,6.76,2.25,16.06,338.12,3.93
"601696 (2013 LV28)",0.6886,1.485,24.02,139.04,24.39,151.32,1.81
"601798 (2013 RX80)",0.6902,1.889,9.28,313.88,163.66,67.83,2.6
"604197 (2015 MO66)",0.5537,1.231,25.00,72.09,323.20,225.36,1.37
"605070 (2016 BT39)",0.5382,1.968,8.96,174.97,203.19,80.29,2.76
"606367 (2017 VB)",0.5028,1.582,25.56,346.81,270.53,330.21,1.99
"606438 (2017 XK61)",0.3688,1.605,27.11,32.21,304.80,231.08,2.03
"606605 (2018 KV)",0.6820,2.609,29.04,192.35,167.59,152.18,4.21
"606702 (2018 TO2)",0.5952,1.101,43.26,202.67,353.84,291.46,1.15
"608017 (2002 UZ30)",0.4595,1.272,27.56,199.74,33.54,245.80,1.43
"612012 (1983 LC)",0.7146,2.603,1.56,159.69,184.90,270.70,4.2
"612013 (1991 TF3)",0.5693,2.233,14.88,6.09,304.04,342.75,3.34
"612027 (1995 FJ)",0.2704,1.085,25.03,4.66,316.46,309.21,1.13
"612050 (1997 GL3)",0.7844,2.27,6.68,194.34,262.58,23.62,3.42
"612089 (1999 FJ21)",0.2747,1.274,21.96,19.44,67.69,352.06,1.44
"612094 (1999 NW2)",0.1087,1.116,8.68,289.51,53.01,105.70,1.18
"612098 (1999 RM45)",0.6446,1.684,10.89,162.63,88.91,215.47,2.19
"612103 (1999 SK10)",0.4417,1.764,6.96,197.64,269.43,209.79,2.34
"612143 (2000 BO28)",0.6003,1.699,6.34,319.73,303.41,1.98,2.21
"612162 (2000 LK)",0.9448,2.184,16.60,199.70,194.35,189.56,3.23
"612199 (2000 WL63)",0.2986,1.432,18.27,79.37,71.82,287.50,1.71
"612210 (2001 BP61)",0.3256,1.487,12.97,289.02,109.09,85.28,1.81
"612227 (2001 QC34)",0.1876,1.129,6.24,271.45,215.47,332.57,1.2
"612267 (2001 SG286)",0.3474,1.358,7.77,241.11,56.28,236.56,1.58
"612326 (2002 CD14)",0.5793,1.779,2.89,127.60,141.32,149.31,2.37
"612337 (2002 EY2)",0.4866,1.725,21.73,343.39,51.10,67.64,2.27
"612342 (2002 FC)",0.6660,2.822,6.76,50.10,195.23,249.51,4.74
"612346 (2002 GQ5)",0.4783,1.154,6.27,63.59,12.97,131.86,1.24
"612348 (2002 GZ8)",0.6402,2.821,5.32,309.75,161.48,287.59,4.74
"612357 (2002 JC9)",0.8276,2.258,13.39,76.92,21.77,257.36,3.39
"612358 (2002 JE9)",0.4165,1.066,8.77,199.83,255.90,201.66,1.1
"612362 (2002 JQ100)",0.5190,1.181,29.60,47.30,40.11,261.29,1.28
"612364 (2002 LE31)",0.5403,1.995,11.37,192.75,0.12,359.99,2.82
"612472 (2002 SQ)",0.3827,1.421,16.82,183.69,258.95,321.73,1.69
"612509 (2002 UK11)",0.5753,1.324,5.37,69.18,84.54,107.30,1.52
"612522 (2002 VP69)",0.5270,2.019,10.12,306.83,189.04,202.97,2.87
"612536 (2003 AA3)",0.2893,1.421,13.78,106.38,347.03,311.80,1.69
"612541 (2003 DA16)",0.6247,2.596,45.68,159.08,282.56,84.20,4.18
"612563 (2003 QA)",0.7098,2.335,10.33,232.65,1.37,343.52,3.57
"612593 (2003 SQ15)",0.4578,1.666,45.37,333.94,327.98,308.71,2.15
"612780 (2004 MD)",0.5365,1.917,9.77,85.39,124.28,255.42,2.66
"612781 (2004 MW2)",0.6383,1.145,35.09,96.10,50.18,259.89,1.23
"612786 (2004 PJ2)",0.3421,1.418,2.58,317.10,281.78,23.99,1.69
"612813 (2004 RF84)",0.6038,2.164,23.29,344.52,122.61,71.76,3.18
"612856 (2004 TP1)",0.3892,1.291,7.49,30.02,87.86,182.75,1.47
"612901 (2004 XP14)",0.1586,1.052,32.95,281.01,273.74,54.12,1.08
"612922 (2005 BY1)",0.6877,3.167,16.97,297.31,282.97,161.64,5.64
"612924 (2005 CL)",0.7547,1.986,4.45,318.37,298.57,338.02,2.8
"612929 (2005 CR37)",0.4686,1.904,26.05,335.52,209.81,159.69,2.63
"612955 (2005 GK)",0.3262,1.342,10.88,120.85,184.91,129.62,1.55
"612989 (2005 LW39)",0.7156,1.988,28.47,251.45,275.19,341.28,2.8
"612991 (2005 MX1)",0.5350,2.186,6.90,195.38,139.98,333.01,3.23
"613234 (2005 VP118)",0.7024,2.096,19.32,110.98,123.32,66.78,3.04
"613291 (2005 YX128)",0.7330,2.179,4.63,257.87,318.39,287.03,3.22
"613397 (2006 FE)",0.5289,1.374,13.78,186.78,249.75,234.44,1.61
"613420 (2006 KR1)",0.4042,1.163,19.59,236.79,176.35,81.00,1.25
"613433 (2006 KZ86)",0.8592,2.199,14.17,103.50,0.25,267.24,3.26
"613440 (2006 OA5)",0.3784,1.524,10.83,308.41,87.49,202.12,1.88
"613450 (2006 PY17)",0.6404,1.895,2.85,309.91,133.19,303.70,2.61
"613512 (2006 SK134)",0.5368,1.879,34.67,185.14,74.43,35.46,2.58
"613626 (2006 UR216)",0.5318,1.674,14.27,21.47,134.35,72.98,2.17
"613714 (2007 DL41)",0.4765,1.457,4.67,150.72,140.23,286.02,1.76
"613814 (2007 SR1)",0.4991,1.049,19.70,9.23,177.59,134.99,1.08
"613829 (2007 TE66)",0.2044,1.056,10.25,195.68,355.34,91.34,1.08
"613910 (2007 WB5)",0.6750,1.77,18.97,38.70,153.49,10.53,2.36
"613913 (2007 XB10)",0.6000,2.21,41.33,261.10,37.27,123.81,3.29
"613964 (2008 FN)",0.5971,1.894,44.65,50.52,55.00,154.59,2.61
"613986 (2008 JG)",0.2959,1.051,7.92,128.74,242.35,324.38,1.08
"613995 (2008 NP3)",0.3340,1.005,1.43,78.33,328.20,332.93,1.01
"614088 (2008 SW150)",0.5622,1.786,19.98,39.43,52.06,225.42,2.39
"614313 (2008 YR27)",0.7509,2.262,8.48,90.13,151.26,201.66,3.4
"614316 (2008 YZ32)",0.6205,1.038,16.54,105.20,224.47,55.55,1.06
"614374 (2009 CR2)",0.6982,2.962,28.00,30.78,189.38,355.30,5.1
"614406 (2009 FV4)",0.5873,1.779,45.92,173.46,135.61,134.25,2.37
"614417 (2009 HB)",0.5887,2.438,10.09,206.35,108.26,348.34,3.81
"614433 (2009 KK)",0.4552,1.502,18.21,68.12,247.34,95.41,1.84
"614449 (2009 QB36)",0.7832,2.251,15.52,310.12,176.73,154.15,3.38
"614470 Flordeneu (2009 ST19)",0.5949,2.361,6.73,0.13,336.93,59.52,3.63
"614689 (2020 XL5)",0.3872,1.001,13.85,153.58,88.02,220.98,1
"618350 (2021 PS2)",0.4735,1.554,7.92,163.29,79.01,257.34,1.94
"619034 (2005 JT108)",0.5721,1.722,8.94,288.69,197.38,243.04,2.26
"619106 (2005 SQ)",0.5748,1.654,1.20,317.11,294.98,28.92,2.13
"619920 (2006 KY86)",0.6486,2.294,7.47,222.29,321.65,114.32,3.47
"620000 (2019 YS4)",0.5524,1.277,21.42,102.54,160.34,14.71,1.44
"620055 (2003 BK47)",0.7062,2.749,20.66,138.78,235.34,318.54,4.56
"620056 (2004 UR1)",0.6164,2.175,4.08,250.92,73.45,99.22,3.21
"620058 (2006 GV2)",0.8316,1.992,17.32,147.19,192.30,184.25,2.81
"620059 (2006 QS23)",0.5025,1.193,19.99,154.79,303.73,273.41,1.3
"620061 (2006 UB64)",0.7021,2.097,9.58,130.28,359.53,304.80,3.04
"620062 (2008 KD6)",0.4431,1.31,24.14,262.81,127.92,267.71,1.5
"620063 (2009 DH39)",0.6001,1.849,53.69,155.39,68.25,58.35,2.51
"620066 (2010 SC41)",0.6068,1.866,0.25,235.53,267.58,142.47,2.55
"620067 (2010 UE7)",0.7043,1.812,9.42,125.06,165.73,285.21,2.44
"620068 (2010 VE)",0.4401,1.49,8.94,289.69,5.24,285.99,1.82
"620071 (2011 WN15)",0.8580,1.217,33.43,75.55,218.57,249.46,1.34
"620072 (2012 BD124)",0.5613,1.935,11.33,350.44,26.20,306.64,2.69
"620073 (2012 HO2)",0.3948,1.235,26.35,211.65,226.21,135.71,1.37
"620077 (2013 WR44)",0.4100,1.619,32.08,244.41,58.41,180.72,2.06
"620078 (2014 HO4)",0.5939,1.139,31.15,66.88,7.13,305.97,1.22
"620079 (2014 HO129)",0.4803,1.742,53.23,174.41,115.60,142.70,2.3
"620080 (2014 HM178)",0.6449,1.833,21.59,12.67,344.40,11.23,2.48
"620082 (2014 QL433)",0.7170,2.092,4.43,322.63,260.62,158.82,3.02
"620083 (2014 SZ303)",0.6902,1.644,24.46,102.26,54.99,214.38,2.11
"620085 (2014 WG365)",0.3333,1.296,25.12,71.31,111.13,155.10,1.47
"620089 (2015 FF120)",0.5295,1.378,47.71,184.52,174.79,187.47,1.62
"620090 (2015 FP332)",0.6791,2.853,36.50,126.92,173.21,317.21,4.82
"620092 (2015 HB10)",0.5716,1.853,5.70,6.12,79.69,346.91,2.52
"620094 (2016 AJ193)",0.8163,3.261,22.57,331.16,82.14,185.53,5.89
"620095 (2016 CB194)",0.6322,2.512,9.88,48.47,325.74,119.35,3.98
"620096 Curupira (2016 HL)",0.6157,1.813,5.15,232.69,252.07,195.15,2.44
"620097 (2016 HD19)",0.7414,1.357,35.78,76.75,283.60,73.42,1.58
"620098 (2016 JG18)",0.7458,1.946,26.01,151.38,188.73,344.80,2.72
"620099 (2016 OP5)",0.4523,1.616,8.24,79.52,291.04,338.29,2.05
"620100 (2016 WJ1)",0.5031,1.34,2.89,81.99,87.77,345.15,1.55
"620103 (2018 LC3)",0.5479,1.346,44.36,111.17,76.26,55.37,1.56
"620104 (2018 LG5)",0.3984,1.502,48.94,113.15,19.75,213.03,1.84
"620105 (2018 YS)",0.4333,1.495,17.75,341.13,18.21,110.52,1.83
"620106 (2020 HP8)",0.5252,1.908,7.97,268.66,19.47,220.50,2.63
"620107 (2020 XK7)",0.5593,2.012,8.08,197.59,26.95,81.97,2.85
"621890 (2011 PO1)",0.6346,2.515,5.74,210.64,166.79,98.78,3.99
"621911 (2011 SB16)",0.7997,2.527,6.88,311.60,177.69,61.60,4.02
"622577 Miorita (2014 LU14)",0.4496,1.287,25.31,274.08,219.49,147.86,1.46
"623769 (2018 RA5)",0.7132,1.325,37.61,176.41,3.35,86.89,1.53
"625646 (2006 GX2)",0.5450,1.757,8.23,143.56,340.02,5.51,2.33
"627157 (2008 OX1)",0.2776,1.206,29.74,304.82,281.35,138.09,1.32
"651565 (2013 CL89)",0.3492,1.253,26.55,326.61,320.72,17.08,1.4
"657084 (2016 GT220)",0.3799,1.608,23.65,3.09,27.02,244.19,2.04
"658883 (2017 XD)",0.7814,1.653,38.38,148.06,96.73,50.16,2.12
"660096 (1998 SL36)",0.4181,1.391,19.06,353.08,116.80,253.30,1.64
"660483 (2001 VC76)",0.4419,1.754,16.84,52.19,258.89,0.42,2.32
"660599 (2002 JD109)",0.6500,2.02,24.72,143.22,187.08,267.86,2.87
"662203 (2005 WR2)",0.5462,1.532,7.84,282.29,49.66,23.86,1.9
"662390 (2006 BN55)",0.5541,1.871,18.69,125.31,291.66,132.31,2.56
"662564 (2006 JF)",0.6580,1.084,42.51,216.25,211.04,217.38,1.13
"663216 (2007 DK8)",0.4193,1.65,32.58,155.08,99.05,71.47,2.12
"663491 (2007 RT9)",0.5858,1.666,21.28,163.91,24.79,96.33,2.15
"663927 (2007 YO56)",0.3572,1.281,15.61,287.64,333.40,86.31,1.45
"664078 (2008 DL5)",0.4735,1.096,18.64,163.70,243.97,244.44,1.15
"664220 (2008 GV3)",0.6055,2.398,72.86,208.59,72.84,144.20,3.71
"665151 (2009 AH16)",0.7578,1.969,21.98,54.46,329.56,274.11,2.76
"665250 (2009 CA2)",0.4799,1.506,31.73,42.88,22.73,208.17,1.85
"665326 (2009 EF3)",0.3070,1.051,16.53,177.53,211.03,303.28,1.08
"665382 (2009 HV44)",0.4231,1.665,37.99,217.13,76.83,42.56,2.15
"665390 (2009 HD82)",0.4765,1.254,5.80,191.20,148.00,306.89,1.4
"666360 (2010 FC6)",0.4675,1.064,30.43,181.33,179.30,296.97,1.1
"666729 (2010 TV149)",0.5188,1.699,9.79,78.58,42.90,76.23,2.21
"666966 (2010 XD11)",0.8524,2.212,16.19,117.74,196.44,114.85,3.29
"667255 (2011 EG17)",0.4188,1.38,20.11,170.10,241.55,210.56,1.62
"667303 (2011 FR29)",0.3463,1.057,3.62,214.98,176.17,296.57,1.09
"668727 (2012 FS62)",0.3959,1.232,13.44,37.25,314.01,295.49,1.37
"668949 (2012 PP28)",0.6067,1.989,5.67,254.05,133.68,100.32,2.81
"669051 (2012 SD22)",0.5727,1.964,7.91,140.22,313.83,105.48,2.75
"669555 (2012 YQ1)",0.5627,1.998,5.15,120.01,42.26,50.22,2.82
"669608 (2013 AW52)",0.4879,1.114,19.00,310.36,36.49,83.05,1.18
"670011 (2013 EH89)",0.4041,1.35,7.10,260.41,160.05,197.58,1.57
"670246 (2013 JE1)",0.4092,1.375,32.68,185.76,163.10,327.34,1.61
"670295 (2013 LH16)",0.7947,2.923,7.96,161.03,205.37,68.39,5
"670610 (2013 VK5)",0.5843,1.228,19.41,67.93,215.54,67.79,1.36
"670931 (2014 DJ112)",0.4536,1.336,26.14,162.32,208.65,72.50,1.54
"671076 (2014 FP47)",0.2601,1.168,5.06,28.71,271.85,53.44,1.26
"671243 (2014 HR184)",0.3296,1.296,14.33,253.41,165.21,191.10,1.48
